CENTRO;Nombre;Apellido1;Apellido2;DNI/NIF;DETALLE_MATERIAS
I.E.S. AL-BAYTAR;Fabio;Solé;Rivas;25255119Z;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. ALMENARA;Helena;Fraga;Cevedo;E6523430O;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa
I.E.S. ALMENARA;Cayetana;Treminio;Vales;J7857917W;Biología, Química
I.E.S. ALMENARA;Marc;Godines;Suárez;46775666U;Inglés (Fase de Admisión), Geografía
I.E.S. ALMENARA;Fabio;Escobar;Loredo;66446307N;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Dibujo Técnico II, Física
I.E.S. ALMENARA;Vera;Juárez;Lamas;T3501468D;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa, Geografía
I.E.S. ALTA AXARQUÍA;Diego;Maurer;Granados;95446762S;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Matemáticas Aplicadas a las CCSS, Química
I.E.S. ALTA AXARQUÍA;Jan;Sandino;Mijares;Z5980488X;Francés (Fase de Admisión)
I.E.S. ALTA AXARQUÍA;Amir;Zúñiga;Valle;Z6104566A;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Geografía, Historia de la Filosofía
I.E.S. ALTA AXARQUÍA;Oliver;Paredes;Segura;S5194613Q;Historia de España, Lengua Castellana y Literatura, Francés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Matemáticas II, Química
I.E.S. ALTA AXARQUÍA;Alberto;Bazán;Gavilán;82309022I;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. ANDRÉS PÉREZ SERRANO;Pol;Fernández;Salvado;57972372P;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Latín II, Historia de la Filosofía
I.E.S. ANDRÉS PÉREZ SERRANO;Nico;Maurer;Solís;40498047I;Geografía, Historia de la Filosofía
I.E.S. ANDRÉS PÉREZ SERRANO;Francisco;Carranza;Tedesco;53452484N;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Dibujo Técnico II, Física
I.E.S. ANDRÉS PÉREZ SERRANO;Julieta;Palomar;Villeda;11125888K;Biología, Química
I.E.S. ANDRÉS PÉREZ SERRANO;Marti;Sotomayor;Magallón;14558775T;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. ANTONIO GALA;Arlet;Ordóñez;De Alba;40905270M;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Química
I.E.S. ANTONIO GALA;Jaime;Villareal;Cuevas;I4592653G;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. ANTONIO GALA;Marina;Becerra;Falcón;52114557A;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. ANTONIO GALA;Nour;Velasco;Vívez;41567935E;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Latín II, Griego II, Historia de la Filosofía
I.E.S. ANTONIO GALA;Diana;Palomar;Meneses;I5883429U;Historia de España, Lengua Castellana y Literatura, Portugués (Fase de Acceso), Matemáticas II, Dibujo Técnico II, Física
I.E.S. ARROYO DE LA MIEL;Yasmin;Romero;Quijano;G7640285G;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Francés (Fase de Admisión), Latín II, Historia de la Filosofía
I.E.S. ARROYO DE LA MIEL;Asier;Prada;Ivañez;X9627640B;Historia de España, Lengua Castellana y Literatura, Francés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. ARROYO DE LA MIEL;Helena;Bautista;Ramón;M9220227K;Historia de España, Lengua Castellana y Literatura, Francés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. ARROYO DE LA MIEL;Marc;Hurtado;Valle;92589649J;Biología, Química
I.E.S. ARROYO DE LA MIEL;Gabriel;Sánchez;Paz;93268500M;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Dibujo Técnico II
I.E.S. BELÉN;Cayetana;Jurado;Galindo;47067701B;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Latín II, Historia de la Filosofía
I.E.S. BELÉN;Aurora;Somoza;Macedo;94480061Z;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Dibujo Técnico II, Física
I.E.S. BELÉN;Rocio;Alarcón;Vidal;93932758L;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa
I.E.S. BELÉN;Saul;Escobedo;Góngora;42979397Y;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa, Geografía
I.E.S. BELÉN;Saul;Treminio;Valentín;61303670Y;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Matemáticas II, Química
I.E.S. BEN AL JATIB;Leyre;Martí;Ospino;69707478V;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Fundamentos del Arte II, Diseño
I.E.S. BEN AL JATIB;Alan;Marrero;Salmón;T8333530T;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa
I.E.S. BEN AL JATIB;Pablo;Valle;Ventura;49474086T;Biología, Química
I.E.S. BEN AL JATIB;Nerea;Hurtado;Llano;98604981O;Biología, Química
I.E.S. BEN AL JATIB;Leire;Arjona;0;V2366522P;Francés (Fase de Admisión)
I.E.S. BEN GABIROL;Sofia;Navarrete;Peña;45802116B;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa, Historia de la Filosofía
I.E.S. BEN GABIROL;Alonso;Bernal;Velásquez;T6022214A;Historia de la Filosofía, Matemáticas Aplicadas a las CCSS
I.E.S. BEN GABIROL;David;Sala;Lozano;O7975122G;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. BEN GABIROL;Mateo;Huerta;Silva;84016145Z;Biología, Química
I.E.S. BEN GABIROL;Claudia;Rueda;Bernal;83404704E;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa
I.E.S. BEZMILIANA;Ignacio;Navaro;Vales;11099855K;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. BEZMILIANA;Adrian;Samper;Vivero;98280824K;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa
I.E.S. BEZMILIANA;Elia;Páez;Sorio;80603141B;Historia de España, Lengua Castellana y Literatura, Francés (Fase de Acceso), Matemáticas Aplicadas a las CCSS
I.E.S. BEZMILIANA;Blanca;Chavira;Barriga;61337049O;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Latín II, Historia de la Filosofía, Historia del Arte
I.E.S. BEZMILIANA;Isabel;Real;Saldaña;O1464257M;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. CAMILO JOSÉ CELA;Andres;Pedroza;Robles;31355956F;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa
I.E.S. CAMILO JOSÉ CELA;Arlet;Huerta;Godines;91361014H;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Historia de la Filosofía
I.E.S. CAMILO JOSÉ CELA;Cloe;Olmedo;Figueras;67411143X;Matemáticas II, Química
I.E.S. CAMILO JOSÉ CELA;Jorge;Alfaro;Aguilar;T7869718K;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Física
I.E.S. CAMILO JOSÉ CELA;Fatima;Merazo;Zamudio;47913858A;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Dibujo Técnico II, Física
I.E.S. CAMPANILLAS;Iker;Lines;Novo;R5415862T;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. CAMPANILLAS;Carolina;Grijalba;Sala;Q9313359Z;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. CAMPANILLAS;Andres;Losada;Palomar;72623960W;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Francés (Fase de Admisión), Matemáticas Aplicadas a las CCSS, Geografía
I.E.S. CAMPANILLAS;Adara;Romero;Navarro;87878468R;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Dibujo Técnico II, Física
I.E.S. CAMPANILLAS;Daniela;Olivares;Linares;35161567E;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Dibujo Técnico II, Física
I.E.S. CÁNOVAS DEL CASTILLO;Leire;Ocampo;Guzmán;74435378D;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Latín II, Historia de la Filosofía, Historia del Arte
I.E.S. CÁNOVAS DEL CASTILLO;Lola;Ruiz;Sandoval;37534476Z;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS
I.E.S. CÁNOVAS DEL CASTILLO;Jaime;Grijalba;Ortiz;99557880R;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa
I.E.S. CÁNOVAS DEL CASTILLO;Aroa;Noriega;Perdomo;58501842T;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Francés (Fase de Admisión), Matemáticas Aplicadas a las CCSS, Historia de la Filosofía
I.E.S. CÁNOVAS DEL CASTILLO;Lola;Llano;Portillo;44734653K;Biología, Química
I.E.S. CAPELLANÍA;Ariadna;Peña;Bazán;97892297W;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa
I.E.S. CAPELLANÍA;Jimena;Alzate;Bolaños;20033956R;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa, Historia de la Filosofía
I.E.S. CAPELLANÍA;Daniel;Cuevas;Martí;52030437M;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Geografía, Historia de la Filosofía
I.E.S. CAPELLANÍA;Nico;Vallejo;Suárez;E4461841O;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. CAPELLANÍA;Liam;Fierro;Pantoja;80069510X;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Dibujo Técnico II
I.E.S. CERRO DEL VIENTO;Pol;Tejada;Solana;C6656456C;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Dibujo Técnico II, Física
I.E.S. CERRO DEL VIENTO;Alan;Valencia;Enríquez;93958769S;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Biología, Química
I.E.S. CERRO DEL VIENTO;Alberto;Larios;Bustamante;96132307V;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. CERRO DEL VIENTO;Martina;Camareno;Milanés;71734556K;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS
I.E.S. CERRO DEL VIENTO;Isaac;Guerrero;Roldán;55885219P;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa
I.E.S. CIUDAD DE COÍN;Candela;Valdiva;Núñez;71903841H;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa
I.E.S. CIUDAD DE COÍN;Asier;Sánchez;Gómez;59299244K;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Geografía, Historia de la Filosofía
I.E.S. CIUDAD DE COÍN;Julen;Moscoa;Guardiola;45205817G;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología
I.E.S. CIUDAD DE COÍN;Eva;Lombardo;Talavera;90894628B;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. CIUDAD DE COÍN;Lola;Carvajal;De Alba;33122878A;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Dibujo Técnico II, Física, Química
I.E.S. CIUDAD JARDÍN;Aina;Góngora;Salinas;64783172E;Historia de la Filosofía
I.E.S. CIUDAD JARDÍN;Aleix;Dorado;Enríquez;72729939Y;Matemáticas Aplicadas a las CCSS
I.E.S. CIUDAD JARDÍN;Ismael;Funez;Manzanal;85292578N;Historia de España, Lengua Castellana y Literatura, Francés (Fase de Acceso), Matemáticas II
I.E.S. CIUDAD JARDÍN;Ian;Triguero;Rovira;68016354U;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. CIUDAD JARDÍN;David;Carranza;Robles;52751348R;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa
I.E.S. CONCHA MÉNDEZ CUESTA;Bruno;Escobar;Guerrero;39897701A;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Latín II, Geografía, Historia del Arte
I.E.S. CONCHA MÉNDEZ CUESTA;Berta;Zamudio;Prada;V5495874Y;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa
I.E.S. CONCHA MÉNDEZ CUESTA;Alejandro;Correa;Salcedo;74991303Y;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Geografía
I.E.S. CONCHA MÉNDEZ CUESTA;Angel;Vivas;Carvallo;63415186C;Física, Matemáticas II
I.E.S. CONCHA MÉNDEZ CUESTA;Alex;Lández;Molleda;81540622Q;Matemáticas II
I.E.S. DR. RODRÍGUEZ DELGADO;Rafael;Rojas;Herrera;M8492793S;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Dibujo Técnico II, Física
I.E.S. DR. RODRÍGUEZ DELGADO;Vera;Beltrán;Ruiz;B5575093T;Historia de España, Lengua Castellana y Literatura, Francés (Fase de Acceso), Latín II, Historia de la Filosofía
I.E.S. DR. RODRÍGUEZ DELGADO;Pedro;Bustamante;Rivas;13169141I;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. DR. RODRÍGUEZ DELGADO;Pau;Bello;Izquierdo;70300657O;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa, Historia de la Filosofía
I.E.S. DR. RODRÍGUEZ DELGADO;Rodrigo;Troncoso;Vidal;50793815E;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. EL CHAPARIL;Lola;Salcedo;Valdiva;47773885Z;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. EL CHAPARIL;Lola;Mena;Lagunal;54938407K;Biología, Geología, Matemáticas II, Química
I.E.S. EL CHAPARIL;Eva;Verti;Real;17175513L;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Geografía
I.E.S. EL CHAPARIL;Mohamed;Munera;Bello;30763031J;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS
I.E.S. EL CHAPARIL;Biel;Calleja;Ferreira;72285905L;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Historia de la Filosofía
I.E.S. EL PALO;Rayan;Escamilla;Baños;61671795L;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. EL PALO;Francisco;Quevedo;Talavera;14545227U;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Dibujo Técnico II, Física
I.E.S. EL PALO;Noah;Moneda;Castellanos;O5812923S;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa
I.E.S. EL PALO;Alonso;Bonilla;Plácido;35527955A;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Biología, Matemáticas II, Química
I.E.S. EL PALO;Mateo;Carrillo;Hernández;25503066U;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Alemán (Fase de Admisión), Matemáticas Aplicadas a las CCSS, Historia de la Filosofía
I.E.S. EMILIO PRADOS;Martina;Gámez;Maltés;92020418J;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa
I.E.S. EMILIO PRADOS;Jimena;Sotomayor;Pastor;39551828A;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa, Geografía
I.E.S. EMILIO PRADOS;Elena;Rivera;Páez;18283201A;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Historia de la Filosofía, Historia del Arte
I.E.S. EMILIO PRADOS;Ana;Ureña;Salazar;65659372E;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Física
I.E.S. EMILIO PRADOS;Aitana;Quiroga;Arjona;61255126U;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Historia de la Filosofía
I.E.S. FERNANDO DE LOS RÍOS;Daniela;Roble;Farías;99144603Y;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa
I.E.S. FERNANDO DE LOS RÍOS;Laia;Funez;Meneses;30327828G;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. FERNANDO DE LOS RÍOS;Elias;Lobo;Tejada;41810490X;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. FERNANDO DE LOS RÍOS;Mia;Palomino;Hidalgo;69956986G;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Dibujo Técnico II
I.E.S. FERNANDO DE LOS RÍOS;Sara;Donato;Alcocer;83886039K;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Fundamentos del Arte II, Cultura Audiovisual II, Historia del Arte
I.E.S. FUENGIROLA Nº 1;Victor;Alayón;Arjona;18118645L;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa
I.E.S. FUENGIROLA Nº 1;Hector;Barba;Batalla;30511847Y;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa, Geografía
I.E.S. FUENGIROLA Nº 1;Alan;Pino;Galindo;22462485J;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Dibujo Técnico II, Física
I.E.S. FUENGIROLA Nº 1;Lia;Rubín;Sotomayor;14672122S;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Dibujo Técnico II, Física
I.E.S. FUENGIROLA Nº 1;Maia;Espino;Sandino;Z8855240V;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Dibujo Técnico II, Física
I.E.S. FUENTE LUCENA;Rodrigo;Dueñas;Parado;13509267J;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. FUENTE LUCENA;Javier;Heredia;Tovar;69572369V;Biología, Química
I.E.S. FUENTE LUCENA;Ainara;Guardado;Estrella;72260394G;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Historia de la Filosofía
I.E.S. FUENTE LUCENA;Victoria;Sol;Quijano;K5130190N;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Francés (Fase de Admisión), Latín II
I.E.S. FUENTE LUCENA;Aroa;Sardinas;Navarrete;66378207S;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa, Geografía
I.E.S. FUENTE LUNA;Youssef;Ortiz;Ivañez;89054321W;Biología, Química
I.E.S. FUENTE LUNA;Angel;Galván;Castañeda;35058454V;Biología, Química
I.E.S. FUENTE LUNA;Mia;Magallón;Tobar;W4180897V;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. FUENTE LUNA;Alberto;Román;Marroquí;76507507S;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa
I.E.S. FUENTE LUNA;Iker;Zavaleta;Varela;37082254W;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Latín II, Griego II
I.E.S. GERALD BRENAN;Marcos;Sol;Guardado;55816158N;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa, Historia de la Filosofía
I.E.S. GERALD BRENAN;Alicia;Losada;Otero;38853827Z;Historia de España, Lengua Castellana y Literatura, Francés (Fase de Acceso), Inglés (Fase de Admisión), Matemáticas Aplicadas a las CCSS, Historia de la Filosofía
I.E.S. GERALD BRENAN;Jesus;Ramos;Lagos;50663745D;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. GERALD BRENAN;Nora;Vales;Maldonado;82145223C;Química
I.E.S. GERALD BRENAN;Bruno;Carvallo;Villas;78803251N;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. GUADAIZA;Ainara;Lagos;Solé;27259704E;Biología
I.E.S. GUADAIZA;Lara;Gaitán;Bolaños;64029881J;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa, Historia del Arte
I.E.S. GUADAIZA;Carla;Cuesta;Escamilla;85977175T;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. GUADAIZA;Aitana;Sarmiento;Calles;88862655W;Inglés (Fase de Admisión), Historia de la Filosofía
I.E.S. GUADAIZA;Rayan;Uveda;Dávila;54851485C;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología
I.E.S. GUADALPÍN;Jaime;Uribe;Frías;12110128Y;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Latín II, Historia de la Filosofía, Historia del Arte
I.E.S. GUADALPÍN;Nora;Perdomo;Obellón;94996178T;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Latín II, Geografía
I.E.S. GUADALPÍN;Nico;Sabín;Enríquez;31885525P;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Dibujo Técnico II, Física
I.E.S. GUADALPÍN;Lina;Sandoval;Esquivel;15386468S;Biología, Química
I.E.S. GUADALPÍN;Macarena;Hidalgo;Falcón;61270867C;Cultura Audiovisual II, Economía de la Empresa
I.E.S. HUELIN;Macarena;Rosas;Cabeza;89240247L;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa
I.E.S. HUELIN;Ariadna;Becerril;Tames;23318504I;Geografía, Matemáticas Aplicadas a las CCSS
I.E.S. HUELIN;Amira;Cerda;Sala;12085070H;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Física, Matemáticas Aplicadas a las CCSS
I.E.S. HUELIN;India;Heredia;Hierro;50551325L;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Dibujo Técnico II, Física
I.E.S. HUELIN;Hugo;Camacho;Hernández;71365410L;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Física, Química
I.E.S. HUERTA ALTA;Violeta;Argüelles;Lorio;42498384E;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. HUERTA ALTA;Paula;Becerra;Villas;88635503S;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa, Historia de la Filosofía
I.E.S. HUERTA ALTA;Cayetana;Solé;Báez;14226095B;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Historia de la Filosofía
I.E.S. HUERTA ALTA;Ander;Álvarez;Montalbán;18293460O;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Biología, Química
I.E.S. HUERTA ALTA;Pedro;Gutiérrez;Silva;70531557O;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa
I.E.S. JACARANDA;Alma;Rangel;Prieto;45231471P;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Dibujo Técnico II, Física
I.E.S. JACARANDA;Marcos;Venegas;Páramo;80635927L;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa
I.E.S. JACARANDA;Alicia;Páramo;Ruiz;34806763B;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Biología, Química
I.E.S. JACARANDA;Cristina;Galán;Pineda;47200523J;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa
I.E.S. JACARANDA;Izan;Enríquez;Milanés;91888625F;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Matemáticas Aplicadas a las CCSS
I.E.S. JARDINES DE PUERTA OSCURA;Ainara;Velasco;Uveda;76083440D;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II, Dibujo Técnico II, Física
I.E.S. JARDINES DE PUERTA OSCURA;Ariadna;López;Carranza;26509495M;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas Aplicadas a las CCSS, Economía de la Empresa, Geografía
I.E.S. JARDINES DE PUERTA OSCURA;Youssef;Magallón;García;15838678P;Historia de España, Lengua Castellana y Literatura, Inglés (Fase de Acceso), Matemáticas II
